comentario,nota
"La realidad es que el profesor no es ni de lejos tan malo como dicen, de hecho es de los mejores profesores que he tenido durante mi vida académica. 

1. En sus clases no solo habla sobre matemáticas, si no también sobre otros temas (incluso nos propone ejercicios de estiramiento) y son bastante dinámicas.
2. El tipo se ofrece para hacer consultas fuera de clase y establece horarios para ello de modo que todo el mundo pueda asistir (incluso en una ocasión aplazó un parcial a petición de varios estudiantes debido a que no pudo asistir a una de estas consultas).
3. EL MAN TIENE UN CANAL DE YOUTUBE Y PARA MI EXPLICA 100 VECES MEJOR QUE JULIO PROFE en esos videos. Tal fué mi experiencia que si bien en la últimas clases su explicación no fué tan clara como yo hubiese querido, en sus videos (en donde explica el más del 90% de los temas a evaluar) es super claro y se entiende bastante.
Pros: -Parciales sencillos si se estudia así sea solo con los videos. (y alguno que otro ejercicio)
-Ya dije que tiene videos en youtube?
-Tiene un blog con algunos parciales de semestres pasados (bastante util)
-Sube tareas, quices y ejercicios que uno puede hacer de forma voluntaria.Cons: -A veces llega tarde (nunca en días de parcial)
-En alguna que otra ocasión si puede llegar a ser irritante porque se pierde tiempo hablando de otros temas jaja
-Su notas solo consisten en los exámenes",4.5
"Pros: El profesor va al día con el tema, maneja ejercicios cada que termina de explicar el tema.Cons: Califica duro en los parciales, si el punto esta incorrecto no te vale nada del procedimiento, no manda talleres ni ejercicios de repaso.",3.5
"Uno de los mejores profesores con los que tuve el honor de ver clase, es lo suficientemente difícil pero no demasiado, se aprende y mucho. Explica muy bien.",5.0
"Es un excelente docente, con él uno aprende mucho. El mismo fue quien diseño las notas de clase del curso de cálculo diferencial en una variable, entonces uno puede tener la idea de como es su pedagogía. Hace un quiz cada semana (De ser posible) eliminando las peores notas y los parciales son un reflejo de lo trabajado en estos mismos. Requiere tiempo Pros: - Excelente pedagogía
- De los mejores profesores  Cons: - Requiere tiempo y dedicación",5.0
"Explica muy bien, solo es necesario ir a clases para aprender mucho. Cuando alguien no presta atención detiene la clase, es muy muy estricto. Deja talleres para entregar, los cuales tiene que explicar cada punto paso a paso. Los parciales son puntos de los talleres(idénticos), no son difíciles, pero debido a que toca explicar todo el tiempo se hace corto; y califica muy muy duro. No es muy buena persona, a veces humillativo. Explicando es muy bueno, sabe muchísimoPros: Se aprende mucho
Explica muy bienCons: Muy estricto
califica muy fuerte
no apto para sensibles",4.0
"Maneja bibliografias de textos muy técnicos, desarrolla el curso de una manera diferente a los demás. Hace pocos ejercicios y demasiadas demostraciones las cuales se ven reflejadas en los parciales.Pros: ninguno.Cons: -Desarrolla el curso con diapositivas con bibliografias poco usuales.
-Muy pocos quices, solo hace uno antes de cada corte el cual es muy largo y muchas demostraciones.
-Parciales muy difíciles, extensos y demasiadas demostraciones.",1.5
"No considero que sea buen profesor, explicó superficialmente muchos temas y los evalúo a profundidad en los parciales, a veces se confunde explicando y divaga en clases, pero es fácil pasarle porque usualmente deja quices en 5,0 y se equivoca diseñando y calificando los parciales y por eso le sube a todos Pros: Es una nota fácil, sobre todo si uno estudia el libro guía Cons: No se aprende a profundidad en la clase",2.0
"Pésimo. No disfruta dar una clase;es arrogante,antipático, no se le puede hablar. Le pedí que me cambiara la nota de un parcial;nunca lo hizo, los parciales eso sí son culos.Si estudia por su cuenta no va a tener problemas para aprobar con él, pero no espere un profesor inspirador que motive a los estudiantes ni se esfuerce por explicar los temas claramente. En definitiva,un profesional mediocre, que le gusta la investigación pero ni poquito la docencia Pros: A veces pone trabajos que resultan ser desafiantes pero se aprende de ellosCons: Casi todo",2.2
Exigente,1.5
"Me pareció muy buena profesora. Siempre está dispuesta a resolver preguntas en sus clases, y es paciente. Puede explicar varias veces si es necesario. Aprendí bastante con ella. El temario del curso es en base a una serie de diapositivas y todos los temas de los parciales son explicados en clase (a excepción tal vez del tema de polígonos inscritos y circunscritos. Ese no se explicó en clase). Es muy exigente con la disciplina en clase.",4.5
"Es de las pocas personas que enseña bien, y es buena gente. Buena profesora.
Eso sí debe estudiar mucho por su cuenta para obtener buenos resultados.",4.5
"Efrain es muy amable y siempre es atento a resolver dudas entre los estudiantes. Sus parciales son puros ejercicios sacados del drive que les pasará en clase. Si deja tareas son talleres, los cuales no califica, si no revisa que se hayan entregado. Los quices son tambien ejercicios del drive. Muchas veces llega tarde, pero alcanza a mostrar todos los temas del curso.Pros: -Parciales sencillos
-Buen material para estudiar
-No deja casi tareas
-Se aprende con élCons: -Llega muchas veces tarde o simplemente no llega",4.8
"Es buena explicando, a veces es un poco aburridor, pero siempre busca aclarar todas las dudas, sus parciales son sencillos y justos. hace quices en moodlePros: Amabilidad
Cons: un poco aburridoras las clases",4.3
Pros: Sus parciales son facilesCons: A veces no organiza bien el tiempo de las clases,4.7
"Es excelente profesora, muy paciente y comprensible con sus alumnos. Un amor de persona y muy aplicada en sí labor docente. Pros: Talleres y monitorias con quizzes que ayudan bastante. Cons: Pone muchas cascaritas en los parciales. Hay que tener mucho cuidado.",4.5
"La profesora suele ayudar si es que en el primer parcial le fue mal a la mayoria, es de las profesoras qeu pide demostraciones asi que si se le dificulta mucho, puede que no pase con buena nota un parcial. No hace casi talleres y solo hace quizes a final del semestre para compensar notas.Pros: Explica muy bienCons: Muchas demostraciones y aveces se deja colgar en tema y al final de semestre explica a las carreras.",4.0
"Explica todo pero demasiado por encima. Los parciales son de selección multiple y son duros. Yo vi en auditorio y todo lo que escribe en la tablet no se le entiende nada.Cons: No responde las preguntas de los estudiantes, y si lo hace, lo hace de una forma grosera.",2.0
Es una excelente profesora. Es muy exigente pero si uno le trabaja con juicio y va a su horario de atención puede dejar la materia alta. Ella suele dictar para ingenierias por su nivel de exigencia pero yo que soy de farmacia logré inscribir con ella y siento que aprendí muchisimo,5.0
"Pros: Total dominio del tema, explica cada detalle, no hay un ejercicio que él no pueda resolver. Además, es capaz de resolverlos de maneras distintas.Cons: Exámenes difíciles, califica bastante duro. llega muy temprano :v.",5.0
"Explica muy bien, maneja unas notas sacadas del Nagle y de este mismo deja talleres.Para cada parcial pone algunos puntos de talleres que se han entregado previamente. Es bueno realizar bastantes ejercicios para agilizar durante el parcial pues mayormente el problema fue porque no se alcanzaba a terminar el parcial por dudas en el procedimiento.  Es exigente a la hora de calificar pues se debe explicar cada parte del procedimiento en los problemas.Pros: Se preocupa y esmera por el aprendizaje.Cons: Cuando se pone de mal genio (justificadamente) las clases se tornan tensas.",3.5
"El profesor si prepara las clases, explica bien los conceptos y se preocupa porque todos entiendan los temas del curso. Sin embargo, es verdad que a veces se enreda un poco, y es muy afanado lo que es estresante.
Hace muchos quices a lo largo del curso, y sus exámenes no son difíciles si uno estudió.Pros: Hace muchos quices.
Exámenes realizables.Cons: Muy afanado.",3.8
"Domina muy bien los temas que dicta,eso se nota en todo;es muy organizado, se asegura de que el estudiante tenga todos los recursos a su disposición para entender los temas vistos.Es un profesor exigente, no suele ser fácil pasar con él pero se puede.Sin embargo,hay que decir que muchas veces anda de mal genio, le gusta aterrorizar a los estudiantes, le encanta tener fama de rajón. Aparte, a veces llega a ser grosero cuando uno le pregunta algo que él considera trivial o le hace alguna observación con respecto al tema que se está viendo;cree que si uno comete un error por bobo que sea es porque no está estudiando.",3.5
"El profesor explica correctamente los temas y resuelve las dudas que se planteen; aunque en ocasiones al querer solucionarlas se confunde, por lo cual, se pierde tiempo en clase.
En general la clase es amena, sin embargo al momento de escribir es algo desordenado lo cual puede llegar a confundir un poco. 
Los parciales se realizaron de manera conjunta con los otros profesores del semestre, estos fueron acorde a lo visto en clase. 
A la hora de calificar, el profesor valora mucho el procedimiento, por lo cual, si se demuestra conocimiento suficiente sobre el tema, es amable con la nota.Pros: Buenas explicaciones.
Clases no aburridas.
Califica de manera amable.Cons: Algo desordenado al escribir.
A veces se confunde al querer resolver dudas.",4.0
"Vi con el tanto discretas 1 como discretas 2, y en ambas la metodologia era la misma, una cantidad de parciales donde se promediaba entre todos y esa era la nota final, llega a quitar la peor nota, la clase es muy densa, el trata que el estudiante trascienda el tema y lo pueda entender al punto de como se aplica en el mundo y su utilidad. Seria mas dificil sin las ayudas que el da a lo largo del semestre que son diferentes demostraciones que el pide y da cierto plazo para mandarselas al correo, si se la acepta eso se reemplaza como un 5 de los parciales que haga, si llega a hacer varios puede dejar la materia en 5 sin llegar hacer ningun parcial.

Es un buen profesor y aunque su voz no es la mejor para mantener activos a los estudiantes pues se esfuerza para conseguir los recursos para dar su clase.Pros: Aprovechando las ayudas se deja alta sin mucho esfuerzo(Sin hacer parciales)Cons: Los parciales tienden a ser dificiles tirando algunos a imposibles o mal planteados, por eso las ayudas que da en el semestre",4.0
"Es un buen profesor, aunque al principio cuesta cogerle el ritmo.Suele ser un poco arrogante en las clases.Califica la materia con 4 parciales con una complejidad un poco elevada, pero de seguro usted va a aprenderPros: Se aprende con el 
No deja mucho trabajo 
Cons: Califica resultados
Es un poco arrogante",4.1
"Creo yo que Epifanio es un buen profesor en lo que a dar el tema se respecta, en algunos comentarios leí como ""contra"" lo de ser escuelero. Eso ultimo me parece subjetivo dado que en algunas ocasiones (lo que el profesor cataloga como escuelero) es remarcar y diferenciar pasos y cosas con colores en el tablero. El profesor se esmera por hacer que e...
Leer más...Pros: - Se esmera por que le entiendan.
- Si se entienden sus temas y se estudian o repasa brevemente lo explicado, sus quices son regalados.
Cons: - Sus parciales son más dificiles.
- Llega muy tarde. 25 min en promedio (almenos en el horario de 7 a 9) No lo recomiendo por nada en ese horario.",3.0
